📚 Total unique words to fetch: 3097
   C1: 2757
   C2: 340
   (skipped 4955 Oxford 5000 words)

🚀 Fetching 3097 words...
  [2944/3097] artless... ❌ not found
  [2945/3097] artlessness... ❌ not found
  [2946/3097] assiduously... ❌ not found
  [2947/3097] atavism... ❌ not found
  [2948/3097] autocratic... ❌ not found
  [2949/3097] bastardization... ❌ not found
  [2950/3097] bemoan... ❌ not found
  [2951/3097] benighted... ✅ C2
  [2952/3097] bereft... ✅ C2
  [2953/3097] besotted... ✅ C2
  [2954/3097] bilious... ✅ C2
  [2955/3097] blinkered... ✅ C2
  [2956/3097] bowdlerize... ✅ C2
  [2957/3097] broadside... ✅ C2
  [2958/3097] cataclysm... ✅ C2
  [2959/3097] celerity... ✅ C2
  [2960/3097] chauvinism... ✅ C2
  [2961/3097] chimera... ✅ C2
  [2962/3097] churlish... ✅ C2
  [2963/3097] complaisant... ✅ C2
  [2964/3097] complicit... ✅ C2
  [2965/3097] concomitant... ✅ C2
  [2966/3097] conflagration... ✅ C2
  [2967/3097] conflate... ✅ C2
  [2968/3097] corollary... ✅ C2
  [2969/3097] cosseted... ✅ C2
  [2970/3097] coterminous... ✅ C2
  [2971/3097] crystallize... ✅ C2
  [2972/3097] cupidity... ✅ C2
  [2973/3097] debonair... ✅ C2
  [2974/3097] decry... ✅ C2
  [2975/3097] defray... ✅ C2
  [2976/3097] deign... ✅ C2
  [2977/3097] demonstrative... ✅ C2
  [2978/3097] desiccated... ✅ C2
  [2979/3097] desideratum... ✅ C2
  [2980/3097] despot... ✅ C2
  [2981/3097] diminutive... ✅ C2
  [2982/3097] disingenuous... ✅ C2
  [2983/3097] dispensation... ✅ C2
  [2984/3097] dissolution... ✅ C2
  [2985/3097] doleful... ✅ C2
  [2986/3097] doughty... ✅ C2
  [2987/3097] dovetail... ❌ not found
  [2988/3097] effervescent... ✅ C2
  [2989/3097] elegiac... ✅ C2
  [2990/3097] embryonic... ✅ C2
  [2991/3097] empiricism... ✅ C2
  [2992/3097] enamor... ✅ C2
  [2993/3097] enjoin... ✅ C2
  [2994/3097] enormity... ✅ C2
  [2995/3097] enthrall... ✅ C2
  [2996/3097] epiphany... ✅ C2
  [2997/3097] eponym... ✅ C2
  [2998/3097] equitable... ✅ C2
  [2999/3097] ersatz... ✅ C2
  [3000/3097] exegesis... ✅ C2
  [3001/3097] exemplar... ✅ C2
  [3002/3097] exiguity... ❌ not found
  [3003/3097] expunge... ✅ C2
  [3004/3097] extrapolate... ✅ C2
  [3005/3097] factious... ✅ C2
  [3006/3097] factitious... ✅ C2
  [3007/3097] fell... ✅ C2
  [3008/3097] firebrand... ✅ C2
  [3009/3097] flippant... ✅ C2
  [3010/3097] flummox... ✅ C2
  [3011/3097] fractious... ✅ C2
  [3012/3097] gambit... ✅ C2
  [3013/3097] graft... ✅ C2
  [3014/3097] gumption... ✅ C2
  [3015/3097] hagiographic... ❌ not found
  [3016/3097] hector... ✅ C2
  [3017/3097] hedge... ✅ C2
  [3018/3097] hobble... ✅ C2
  [3019/3097] illustrious... ✅ C2
  [3020/3097] importuned... ✅ C2
  [3021/3097] improvident... ✅ C2
  [3022/3097] impute... ✅ C2
  [3023/3097] inanity... ✅ C2
  [3024/3097] inequity... ✅ C2
  [3025/3097] insouciance... ✅ C2
  [3026/3097] insufferable... ✅ C2
  [3027/3097] internecine... ✅ C2
  [3028/3097] intimation... ✅ C2
  [3029/3097] inviolable... ✅ C2
  [3030/3097] inviolate... ✅ C2
  [3031/3097] irrefutable... ✅ C2
  [3032/3097] kowtow... ✅ C2
  [3033/3097] lascivious... ✅ C2
  [3034/3097] litany... ✅ C2
  [3035/3097] machinate... ✅ C2
  [3036/3097] magisterial... ✅ C2
  [3037/3097] malapropism... ✅ C2
  [3038/3097] malfeasance... ✅ C2
  [3039/3097] malingerer... ✅ C2
  [3040/3097] maunder... ✅ C2
  [3041/3097] mendicant... ✅ C2
  [3042/3097] mettlesome... ✅ C2
  [3043/3097] misattribute... ✅ C2
  [3044/3097] mulct... ✅ C2
  [3045/3097] nettlesome... ✅ C2
  [3046/3097] objurgate... ✅ C2
  [3047/3097] overweening... ✅ C2
  [3048/3097] palaver... ✅ C2
  [3049/3097] palimpsest... ✅ C2
  [3050/3097] panacea... ✅ C2
  [3051/3097] parvenu... ✅ C2
  [3052/3097] pecuniary... ✅ C2
  [3053/3097] penurious... ✅ C2
  [3054/3097] percipient... ✅ C2
  [3055/3097] phantasmagorical... ❌ not found
  [3056/3097] picayune... ✅ C2
  [3057/3097] pith... ✅ C2
  [3058/3097] plucky... ✅ C2
  [3059/3097] pollyannaish... ❌ not found
  [3060/3097] presentiment... ✅ C2
  [3061/3097] primacy... ✅ C2
  [3062/3097] prognostication... ✅ C2
  [3063/3097] prolixity... ❌ not found
  [3064/3097] puissant... ✅ C2
  [3065/3097] pyrrhic... ✅ C2
  [3066/3097] quisling... ✅ C2
  [3067/3097] raillery... ✅ C2
  [3068/3097] rarefied... ✅ C2
  [3069/3097] recapitulation... ✅ C2
  [3070/3097] recrimination... ✅ C2
  [3071/3097] recrudesce... ✅ C2
  [3072/3097] remonstrate... ✅ C2
  [3073/3097] reprisal... ✅ C2
  [3074/3097] sagacious... ✅ C2
  [3075/3097] sangfroid... ✅ C2
  [3076/3097] sardonic... ✅ C2
  [3077/3097] schadenfreude... ✅ C2
  [3078/3097] effacing... ✅ C2
  [3079/3097] semblance... ✅ C2
  [3080/3097] sententious... ✅ C2
  [3081/3097] simulacrum... ✅ C2
  [3082/3097] solecism... ✅ C2
  [3083/3097] solicitude... ✅ C2
  [3084/3097] splenetic... ✅ C2
  [3085/3097] transmute... ✅ C2
  [3086/3097] truculence... ❌ not found
  [3087/3097] umbrage... ✅ C2
  [3088/3097] unforthcoming... ✅ C2
  [3089/3097] unprepossessing... ✅ C2
  [3090/3097] unpropitious... ✅ C2
  [3091/3097] unstinting... ✅ C2
  [3092/3097] untrammeled... ✅ C2
  [3093/3097] unviable... ✅ C2
  [3094/3097] vaunted... ✅ C2
  [3095/3097] verisimilitude... ✅ C2
  [3096/3097] vitriol... ✅ C2
  [3097/3097] zeitgeist... ✅ C2

✅ Done!
   Fetched: 2478 words
   Failed:  619 words (not in dictionary)
   Output:  ./scripts/gre-words.json

Next step: node scripts/generate-gre-sql.js
